names	uris
Revel, Harry, 1905-1958	http://id.loc.gov/authorities/names/n85248160
Revil, Rudolf	http://id.loc.gov/authorities/names/n97873449
Revueltas, Silvestre, 1899-1940	http://id.loc.gov/authorities/names/n83127195
Rexford, Eben E. (Eben Eugene), 1848-1916	http://id.loc.gov/authorities/names/n96051257
Reynald, Georg	http://id.loc.gov/authorities/names/no2011127288
Reynolds, Herbert, 1867-1933	http://id.loc.gov/authorities/names/no2003039770
Reynolds, William Jensen	http://id.loc.gov/authorities/names/n50058214
Rice, Al	http://id.loc.gov/authorities/names/n90600540
Rice, Burton	http://id.loc.gov/authorities/names/no2008078737
Rice, Edward E. (Edward Everett), 1848-1924	http://id.loc.gov/authorities/names/n84051414
Rice, Gitz	http://id.loc.gov/authorities/names/n92086804
Rice, Seymour	http://id.loc.gov/authorities/names/no2010046066
Rich, Max, 1897-1970	http://id.loc.gov/authorities/names/no2009079466
Richards, Brinley, 1819-1885	http://id.loc.gov/authorities/names/n89627206
Richards, Jack	http://id.loc.gov/authorities/names/n95080606
Richards, Johnny	http://id.loc.gov/authorities/names/n91087636
Richardson, J. Howard, 1848-1928	http://id.loc.gov/authorities/names/no2014151799
Richepin, Jean, 1849-1926	http://id.loc.gov/authorities/names/n88631552
Richie, Lionel	http://id.loc.gov/authorities/names/n84043605
Richman, Daniel	
Richman, Harry, 1895-1972	http://id.loc.gov/authorities/names/n92081775
Richmond, Benjamin	http://id.loc.gov/authorities/names/n92063226
Richter, Ada	http://id.loc.gov/authorities/names/n83130552
Richter, Carl, 1885-1940	http://id.loc.gov/authorities/names/n84130081
Richter, Carl	
Ricketts, Jennette Jarrell	
Ricks, Lee, 1921-1998	http://id.loc.gov/authorities/names/nb2002010776
Ridge, Antonia	http://id.loc.gov/authorities/names/no96001531
Riegger, Wallingford, 1885-1961	http://id.loc.gov/authorities/names/n81133625
Riehl, J. Oliver	http://id.loc.gov/authorities/names/no99049558
Rieman, F.	
Riemann, Hugo, 1849-1919	http://id.loc.gov/authorities/names/n50045912
Ries, Hugo	http://id.loc.gov/authorities/names/no97020197
Riker, Franklin Wing, 1876-1958	http://id.loc.gov/authorities/names/no2010106590
Riley, James Whitcomb, 1849-1916	http://id.loc.gov/authorities/names/n79089084
Riley, Michael	http://id.loc.gov/authorities/names/n91089664
Rimsky-Korsakov, Nikolay, 1844-1908	http://id.loc.gov/authorities/names/n79107991
Ring, Justin, 1876-1963	http://id.loc.gov/authorities/names/no98094700
Ringle, Dave, 1893-1965	http://id.loc.gov/authorities/names/no2003022433
Ringwald, Roy, 1910-1995	http://id.loc.gov/authorities/names/no93036998
Rinkle	
Rio, Chuck	http://id.loc.gov/authorities/names/n00074765
Risher, Anna Priscilla, 1875-1946	http://id.loc.gov/authorities/names/no2002046156
Rissland, Karl	http://id.loc.gov/authorities/names/no2002046001
Ritchie, Billie, 1878-1921	http://id.loc.gov/authorities/names/no2002050665
Ritchie, Ethel	
Rittenhouse, Jessie B. (Jessie Belle), 1869-1948	http://id.loc.gov/authorities/names/n50054867
Ritter, Anna, 1865-1921	http://id.loc.gov/authorities/names/no2001077294
Rixen, Fred	http://id.loc.gov/authorities/names/n2009031393
Roat, Chas. E. (Charles E.)	http://id.loc.gov/authorities/names/no2008008113
Robbins Music	
Robbins, Marty	http://id.loc.gov/authorities/names/n83014178
Robbins, Tod, 1888-1949	http://id.loc.gov/authorities/names/nr96030546
Robe, Harold A. (Harold Athol), 1881-1946	http://id.loc.gov/authorities/names/no94002525
Robert, Camille	http://id.loc.gov/authorities/names/no93017224
Roberts, Al	http://id.loc.gov/authorities/names/no98024873
Roberts, Allan, 1905-1966	http://id.loc.gov/authorities/names/no92022864
Roberts, Charles J.	http://id.loc.gov/authorities/names/n95083545
Roberts, Lee S., 1884-1949	http://id.loc.gov/authorities/names/no93017421
Roberts, Luckey, 1887-1968	http://id.loc.gov/authorities/names/n88116207
Roberts, Marshall	http://id.loc.gov/authorities/names/no2010012830
Roberts, Osborne	http://id.loc.gov/authorities/names/no2009028772
Roberts, Paul, 1915-	http://id.loc.gov/authorities/names/no2002029471
Roberts, Ruth, 1926-2011	http://id.loc.gov/authorities/names/no2006051064
Robertson, Dick, 1903-1979	http://id.loc.gov/authorities/names/n94083523
Robin, Leo	http://id.loc.gov/authorities/names/n85378850
Robins, Gurdon, 1813-1883	http://id.loc.gov/authorities/names/nr92004402
Robinson, A.	http://id.loc.gov/authorities/names/n88638438
Robinson, Armin L., 1900-1985	http://id.loc.gov/authorities/names/no95052738
Robinson, Avery, 1878-1965	http://id.loc.gov/authorities/names/no93030528
Robinson, Edwin Arlington, 1869-1935	http://id.loc.gov/authorities/names/n80008798
Robinson, Harry	http://id.loc.gov/authorities/names/n93058319
Robinson, J. Russel	http://id.loc.gov/authorities/names/n93021837
Robinson, Jessie Mae, 1919-1966	http://id.loc.gov/authorities/names/no2007137089
Robinson, Lilla Cayley	http://id.loc.gov/authorities/names/no2009101005
Robinson, W. Heath (William Heath), 1872-1944	http://id.loc.gov/authorities/names/n50049072
Robledo, Julian	http://id.loc.gov/authorities/names/no00056386
Rochinski, Stanley R., 1906-	http://id.loc.gov/authorities/names/no2008127550
Rockwell, Norman, 1894-1978	http://id.loc.gov/authorities/names/n79039542
Rockwood, George Gardner, 1832-1911	http://id.loc.gov/authorities/names/n88023586
Rodde, Roy, 1919-2001	http://id.loc.gov/authorities/names/no2011085171
Roddie, Vin	http://id.loc.gov/authorities/names/n2002072022
Rode, P. (Pierre), 1774-1830	http://id.loc.gov/authorities/names/n86134816
Roden, Robert F., -1934	http://id.loc.gov/authorities/names/no96020948
Rodgers, Irene	http://id.loc.gov/authorities/names/no00078876
Rodgers, Richard, 1902-1979	http://id.loc.gov/authorities/names/n50048058
Rodney, Paul	http://id.loc.gov/authorities/names/no2008122066
Rodriguez, Agustín, 1893-1957	http://id.loc.gov/authorities/names/n94023576
Rodwell, G. Herbert (George Herbert), 1800-1852	http://id.loc.gov/authorities/names/n83024506
Roeckel, Joseph L.	http://id.loc.gov/authorities/names/n88625905
Roger, Robert Cameron	
Rogers, Alex, 1876-1930	http://id.loc.gov/authorities/names/n2007002782
Rogers, Dick	http://id.loc.gov/authorities/names/n2008055597
Rogers, Ernest, 1897-1967	http://id.loc.gov/authorities/names/no2005099878
Rogers, James H. (James Hotchkiss), 1857-1940	http://id.loc.gov/authorities/names/no90012175
Rogers, Robert Cameron, 1862-1912	http://id.loc.gov/authorities/names/no94027572
Roig, Gonzalo, 1890-1970	http://id.loc.gov/authorities/names/no92010534
Roland, Jay	http://id.loc.gov/authorities/names/no2009109057
Rolfe, Walter, 1880-1944	http://id.loc.gov/authorities/names/no2003022434
Rollins, Jack, 1906-1973	http://id.loc.gov/authorities/names/n00042734
Rollinson, T. H. (Thomas H.), 1844-1928	http://id.loc.gov/authorities/names/no98107993
Roma, Caro, 1866-1937	http://id.loc.gov/authorities/names/no98080611
Romani, Felice, 1788-1865	http://id.loc.gov/authorities/names/n81017908
Romberg, Bernhard, 1767-1841	http://id.loc.gov/authorities/names/n85091677
Romberg, Sigmund, 1887-1951	http://id.loc.gov/authorities/names/n84212849
Rome, Harold, 1908-1993	http://id.loc.gov/authorities/names/no89001299
Ronald, Landon, 1873-1938	http://id.loc.gov/authorities/names/n82059381
Ronell, Ann	http://id.loc.gov/authorities/names/n85342742
Rooney, Mickey	http://id.loc.gov/authorities/names/n85176691
Roos, Charles O.	http://id.loc.gov/authorities/names/no2003103171
Roos, Juanita E.	
Roosevelt, Thomas	http://id.loc.gov/authorities/names/n2014053214
Root, Arabella, -1904	http://id.loc.gov/authorities/names/no2009065502
Root, Frederic W. (Frederic Woodman), 1846-1916	http://id.loc.gov/authorities/names/no95053745
Root, George F. (George Frederick), 1820-1895	http://id.loc.gov/authorities/names/n79140936
Roppolo, Leon, 1902-1943	http://id.loc.gov/authorities/names/no94006606
Rorem, Ned, 1923-	http://id.loc.gov/authorities/names/n79122081
Rörig, J.A.	
Rosa, Malia	http://id.loc.gov/authorities/names/no98087323
Rosales, Eustasio, approximately 1870-1937	http://id.loc.gov/authorities/names/no2008099647
Rosas, Juventino, 1868-1894	http://id.loc.gov/authorities/names/n87805316
Rose, Billy, 1899-1966	http://id.loc.gov/authorities/names/n82245406
Rose, David, 1910-1990	http://id.loc.gov/authorities/names/n86143623
Rose, Ed, 1875-1935	http://id.loc.gov/authorities/names/n92083404
Rose, Fred, 1897-1954	http://id.loc.gov/authorities/names/no90005134
Rose, Vincent, 1880-1944	http://id.loc.gov/authorities/names/no99002472
Rosell, Electo	http://id.loc.gov/authorities/names/no99043049
Rosenfeld, Monroe H., 1861-1918	http://id.loc.gov/authorities/names/n99284716
Rosenstock, L.	http://id.loc.gov/authorities/names/no2010127337
Rosewig, A. H. (Albert Henry), 1846-1929	http://id.loc.gov/authorities/names/nr95046984
Rosey, Geo. (George)	http://id.loc.gov/authorities/names/n92049265
Rosoff, Charles, 1895-1988	http://id.loc.gov/authorities/names/no91014601
Ross, Adrian, 1859-1933	http://id.loc.gov/authorities/names/n83044564
Ross, Beverly, 1939-	http://id.loc.gov/authorities/names/n2013046464
Ross, Jerry, 1926-1955	http://id.loc.gov/authorities/names/no88000153
Rossetti, Christina Georgina, 1830-1894	http://id.loc.gov/authorities/names/n79032213
Rossi, A.	
Rossini, Gioacchino, 1792-1868	http://id.loc.gov/authorities/names/n79074352
Rossiter, Will, 1867-1954	http://id.loc.gov/authorities/names/n80113603
Rostopchina, Evdokii͡a, 1812-1858	http://id.loc.gov/authorities/names/nr87000448
Rota, Nino, 1911-1979	http://id.loc.gov/authorities/names/n83187920
Roth, Alfred	
Rothberg, Bob, 1901-1938	http://id.loc.gov/authorities/names/no91006042
Rothery, W. G.	http://id.loc.gov/authorities/names/n91119559
Roubier, Henri	http://id.loc.gov/authorities/names/no99090080
Rouget de Lisle, Claude Joseph, 1760-1836	http://id.loc.gov/authorities/names/n81032103
Rowe, Charles J. (Charles James)	http://id.loc.gov/authorities/names/no98096955
Rowe, Josephine V.	http://id.loc.gov/authorities/names/no00019907
Rowell, Glenn	http://id.loc.gov/authorities/names/no98026377
Rowley, Alec, 1892-1958	http://id.loc.gov/authorities/names/n82054749
Rowley, Doris	
Rox, John	http://id.loc.gov/authorities/names/no95057921
Roy, A.T.	
Rozin, Albert	http://id.loc.gov/authorities/names/no98131367
Rózsa, Miklós, 1907-1995	http://id.loc.gov/authorities/names/n80125804
Rubens, Maurie, 1893-1948	http://id.loc.gov/authorities/names/no2008073324
Rubinoff, Dave, 1897-1986	http://id.loc.gov/authorities/names/n85199131
Rubinstein, Anton, 1829-1894	http://id.loc.gov/authorities/names/n80145026
Rubinstein, Beryl, 1898-1952	http://id.loc.gov/authorities/names/n88093118
Ruby, Harry	http://id.loc.gov/authorities/names/n85106023
Ruby, Herman, 1891-1959	http://id.loc.gov/authorities/names/no89004013
Rückert, Friedrich, 1788-1866	http://id.loc.gov/authorities/names/n79145754
Rudorff, Ernst, 1840-1916	http://id.loc.gov/authorities/names/no90010067
Rugolo, Pete, 1915-2011	http://id.loc.gov/authorities/names/n91087642
Ruhl, Theodore	
Ruiz, Gabriel	http://id.loc.gov/authorities/names/no99043034
Ruland, Harold L.	http://id.loc.gov/authorities/names/no96055147
Rule, Bert	http://id.loc.gov/authorities/names/nr2006028687
Rupp, Carl, 1892-1975	http://id.loc.gov/authorities/names/no2007038691
Ruskin, Harry, 1894-1969	http://id.loc.gov/authorities/names/no91006051
Russell, Ben (Lyricist)	http://id.loc.gov/authorities/names/no2015112833
Russell, Benée, 1902-1961	http://id.loc.gov/authorities/names/no2008008909
Russell, Bob, 1914-1970	http://id.loc.gov/authorities/names/n87860169
Russell, Harry	http://id.loc.gov/authorities/names/no2006094054
Russell, Henry, 1812-1900	http://id.loc.gov/authorities/names/nr95003074
Russin, Babe, 1911-1984	http://id.loc.gov/authorities/names/no95050341
Ruthardt, Adolf, 1849-1934	http://id.loc.gov/authorities/names/n85024291
Rutledge, John T.	http://id.loc.gov/authorities/names/no95053942
Ryan, Abram Joseph, 1839-1886	http://id.loc.gov/authorities/names/nr91013508
Ryan, Ben, 1892-1968	http://id.loc.gov/authorities/names/no89014245
Ryan, John F.	
Ryder, A. H. (Arthur H.)	http://id.loc.gov/authorities/names/n91088292
Ryder, T. P. (Thomas Philando), 1836-1887	http://id.loc.gov/authorities/names/no00100154
Ryerson, Frank, 1905-1995	http://id.loc.gov/authorities/names/no2008147839
Ryson, E. Anthony	
S. J.	http://id.loc.gov/authorities/names/n88132003
Sacco, John, 1905-1987	http://id.loc.gov/authorities/names/no89020746
Sackville, Margaret, 1881-1963	http://id.loc.gov/authorities/names/nr93027174
Sadler, Jack	http://id.loc.gov/authorities/names/n84093730
Saenger, Gustav, 1865-1935	http://id.loc.gov/authorities/names/n88006194
Sage, Betty	http://id.loc.gov/authorities/names/no2007034461
Saint-Granier	http://id.loc.gov/authorities/names/n2009077582
Saint-Saëns, Camille, 1835-1921	http://id.loc.gov/authorities/names/n50041617
Sainte-Marie, Buffy	http://id.loc.gov/authorities/names/n88124625
Salter, Mary Turner	http://id.loc.gov/authorities/names/nr89002822
Salter, Sumner, 1856-1944	http://id.loc.gov/authorities/names/no96018145
Salvador, Henri, 1917-2008	http://id.loc.gov/authorities/names/n95043652
Salvatori, Paul	http://id.loc.gov/authorities/names/n2008009738
Samuels, C. C.	
Samuels, Walter G. (Walter Gerald), 1903-1994	http://id.loc.gov/authorities/names/no2007031331
Sánchez de Fuentes, Eduardo, 1874-1944	http://id.loc.gov/authorities/names/n84052460
Sandburg, Carl, 1878-1967	http://id.loc.gov/authorities/names/n79011105
Sanders, Joe	http://id.loc.gov/authorities/names/n81072975
Sanderson, W. (Wilfred)	http://id.loc.gov/authorities/names/nr89004379
Sanford, Harold, 1879-1945	http://id.loc.gov/authorities/names/no98079385
Sanford	
Sanicola, Henry W.	http://id.loc.gov/authorities/names/n2006084107
Santelmann, William F.	http://id.loc.gov/authorities/names/n89650766
Santly, Henry W., 1890-1934	http://id.loc.gov/authorities/names/no2002106012
Santly, Joseph H., 1886-1962	http://id.loc.gov/authorities/names/no2006107656
Santly, Lester, 1894-	http://id.loc.gov/authorities/names/no2005057144
Sanucci, Frank	http://id.loc.gov/authorities/names/n87847780
Sao-Han	
Sapaugh, Curt	
Saran, August, 1836-1922	http://id.loc.gov/authorities/names/no93029166
Sarasate, Pablo de, 1844-1908	http://id.loc.gov/authorities/names/n80122953
Sarche, Edward	http://id.loc.gov/authorities/names/n2012016413
Sarony, Otto	http://id.loc.gov/authorities/names/n97873529
Saroyan, William, 1908-1981	http://id.loc.gov/authorities/names/n78095781
Satie, Erik, 1866-1925	http://id.loc.gov/authorities/names/n79139256
Satterfield, Tom	http://id.loc.gov/authorities/names/no2002066109
Savino, Domenico, 1882-1973	http://id.loc.gov/authorities/names/no92006748
Sawyer, Henry S.	http://id.loc.gov/authorities/names/no2002045992
Saxon, David, 1919-1973	http://id.loc.gov/authorities/names/no2006136253
Sayers, Henry J., 1854-1932	http://id.loc.gov/authorities/names/no2010117957
Scales, Nellie Stallings	http://id.loc.gov/authorities/names/n2013038717
Scarlatti, Alessandro, 1660-1725	http://id.loc.gov/authorities/names/n81058967
Scharer, Milton.	
Scharfenberg, Wm. (William), 1819-1895	http://id.loc.gov/authorities/names/n88037540
Schaum, John W. (John Walter), 1905-1988	http://id.loc.gov/authorities/names/no88002650
Schenck, Joe, 1891-1930	http://id.loc.gov/authorities/names/n87119322
Schenk, Erich, 1902-1974	http://id.loc.gov/authorities/names/n82001319
Scher, William	http://id.loc.gov/authorities/names/n88093162
Scherpf, John C. (John Casper)	http://id.loc.gov/authorities/names/nr95045417
Schertzinger, Victor	http://id.loc.gov/authorities/names/n87149675
Schiefelbein, Fred A.	http://id.loc.gov/authorities/names/no2005059887
Schilling, Fred.	
Schleiffarth, Clara M.	
Schleiffarth, George, -1921	http://id.loc.gov/authorities/names/no98080993
Schluster, W.	
Schmidt, Erwin R., 1890-1966	http://id.loc.gov/authorities/names/no2009098290
Schmidt, F. W.	
Schmidt, Harvey	http://id.loc.gov/authorities/names/n50006761
Schmitz, Eugene E., 1864-1928	http://id.loc.gov/authorities/names/no2009197330
Schneider, Edwin	http://id.loc.gov/authorities/names/n87139160
Schober, Franz von, 1796-1882	http://id.loc.gov/authorities/names/n84011699
Schoebel, Elmer	http://id.loc.gov/authorities/names/n84202543
Schoen, Vic	http://id.loc.gov/authorities/names/n91063920
Schoenberger, M. (Malvin)	http://id.loc.gov/authorities/names/no2008116679
Scholes, V. N.	
Scholl, Jack, 1903-1988	http://id.loc.gov/authorities/names/n88132424
Scholz, Richard	http://id.loc.gov/authorities/names/no2002066119
Schonberger, John	http://id.loc.gov/authorities/names/nb99155839
Schraubstader, Carl, 1902-	http://id.loc.gov/authorities/names/no2004044171
Schreck, Gustav	http://id.loc.gov/authorities/names/nr89013884
Schroeder, Carl, 1848-1935	http://id.loc.gov/authorities/names/n85077284
Schroeder, William A., 1888-1960	http://id.loc.gov/authorities/names/no2011043304
Schroen, B.	
Schroll, Eleanor Allen, 1878-1966	http://id.loc.gov/authorities/names/no2008183542
Schubert, Franz, 1797-1828	http://id.loc.gov/authorities/names/n50000561
Schulhoff, Julius, 1825-1898	http://id.loc.gov/authorities/names/n88116183
Schultze, Norbert, 1911-2002	http://id.loc.gov/authorities/names/n90603516
Schulz, Leo	http://id.loc.gov/authorities/names/n85367818
Schuman, William, 1910-1992	http://id.loc.gov/authorities/names/n79131982
Schumann, Robert, 1810-1856	http://id.loc.gov/authorities/names/n50000565
Schumann, Walter, 1913-1958	http://id.loc.gov/authorities/names/n91085333
Schumpert, Frank Earle	
Schuster, Ernest J.	http://id.loc.gov/authorities/names/no2007089585
Schuster, Ira, 1889-1945	http://id.loc.gov/authorities/names/no96045784
Schütt, Eduard, 1856-1933	http://id.loc.gov/authorities/names/n88006193
Schwandt, W. (Wilbur), 1904-1998	http://id.loc.gov/authorities/names/no00023242
Schwartz, Arthur, 1900-1984	http://id.loc.gov/authorities/names/n86145224
Schwartz, Jean, 1878-1956	http://id.loc.gov/authorities/names/n92057570
Schwartz, Nat	http://id.loc.gov/authorities/names/no2008024367
Schwartz, Stephen, 1948-	http://id.loc.gov/authorities/names/n85170979
Schwenn, Günther, 1903-1991	http://id.loc.gov/authorities/names/n89623568
Scollard, Clinton, 1860-1932	http://id.loc.gov/authorities/names/n85185647
Scotland, J	
Scott-Gatty, Alfred, 1847-1918	http://id.loc.gov/authorities/names/n82271177
Scott, Alicia	http://id.loc.gov/authorities/names/no97012102
Scott, Clement, 1841-1904	http://id.loc.gov/authorities/names/n82208068
Scott, John Prindle, 1877-1932	http://id.loc.gov/authorities/names/n97082129
Scott, Johnnie Newhall, 1907-1963	http://id.loc.gov/authorities/names/no2009105501
Scott, Maurice FitzGerald	http://id.loc.gov/authorities/names/n50005952
Scott, Raymond, 1908-1994	http://id.loc.gov/authorities/names/n85177103
Scott, Tom, 1912-1961	http://id.loc.gov/authorities/names/no92032413
Scott, Winfield	http://id.loc.gov/authorities/names/no2007158441
Scruggs, R. H.	
Sears, Clara Endicott, 1863-1960	http://id.loc.gov/authorities/names/n50075206
Sears, Zelda, 1873-1935	http://id.loc.gov/authorities/names/no2003017534
Seaver, Blanche Ebert, 1891-1994	http://id.loc.gov/authorities/names/n97077355
Secchi, Antonio, 1761-1833	http://id.loc.gov/authorities/names/no2005073271
Sedaka, Neil	http://id.loc.gov/authorities/names/n82077872
Seelen, Jerry, 1912-1981	http://id.loc.gov/authorities/names/no95018850
Seguin, Anne, 1814-1888	http://id.loc.gov/authorities/names/nr95043363
Segure, Roger, 1905-2000	http://id.loc.gov/authorities/names/nb99190681
Seifert, Hans T.	http://id.loc.gov/authorities/names/no88001162
Seiffert, Max, 1868-1948	http://id.loc.gov/authorities/names/n84180466
Seiler, Eddie, 1911-1952	http://id.loc.gov/authorities/names/nb99190348
Seiss, Isidor, 1840-1905	http://id.loc.gov/authorities/names/n88116212
Seitz, Ernest, 1892-1978	http://id.loc.gov/authorities/names/no2002046158
Self, Ronnie, 1938-1981	http://id.loc.gov/authorities/names/n93008821
Senna, Clarence	http://id.loc.gov/authorities/names/no2003029879
Servais, Adrien-François, 1807-1866	http://id.loc.gov/authorities/names/n83174048
Ševčík, O. (Otakar), 1852-1934	http://id.loc.gov/authorities/names/n88619664
Sexton, M. F.	
Seymour, Maurice, 1904-	http://id.loc.gov/authorities/names/no95022488
Seymour, Tot, 1889-1966	http://id.loc.gov/authorities/names/no99043590
Sgambati, Giovanni, 1841-1914	http://id.loc.gov/authorities/names/n82078494
Sgt Brandt	
Shackford, Charles	http://id.loc.gov/authorities/names/n84005769
Shaffer, Verna Evelyn, 1906-1999	http://id.loc.gov/authorities/names/no2015167313
Shaftel, Artie, 1916-	http://id.loc.gov/authorities/names/no00085285
Shakespeare, William, 1564-1616	http://id.loc.gov/authorities/names/n78095332
Shand, Terry, 1904-1977	http://id.loc.gov/authorities/names/no98027648
Shanklin, Wayne	http://id.loc.gov/authorities/names/no98024395
Shannon, J. R. (James Royce), 1881-1946	http://id.loc.gov/authorities/names/no98080640
Shannon, J. R.	http://id.loc.gov/authorities/names/n2007002872
Shapiro, Dan, 1910-1991	http://id.loc.gov/authorities/names/no2006122868
Shapiro, Norman R.	http://id.loc.gov/authorities/names/n81117557
Sharpe, Jack	http://id.loc.gov/authorities/names/n85802454
Shaum, John W.	
Shaum, John Wesley Jr.	
Shaw, Edna Baylor	
Shaw	
Shay, Larry, 1897-1988	http://id.loc.gov/authorities/names/no2001085191
Sheafe, M. W. (Mark W.), 1884?-1949	http://id.loc.gov/authorities/names/no2009100630
Shearing, George	http://id.loc.gov/authorities/names/n81015302
Sheetz, William Leander	
Shelley, Gladys	http://id.loc.gov/authorities/names/n89614416
Shelley, Harry Rowe, 1858-1947	http://id.loc.gov/authorities/names/n88159944
Shelley, Percy Bysshe, 1792-1822	http://id.loc.gov/authorities/names/n79054060
Sher, Jack, 1913-1988	http://id.loc.gov/authorities/names/no2002101034
Sherin, Ukie	http://id.loc.gov/authorities/names/no2010143646
Sherman, Al, 1897-1973	http://id.loc.gov/authorities/names/no2003025564
Sherman, Frank Dempster, 1860-1916	http://id.loc.gov/authorities/names/n85810321
Sherman, Richard M., 1928-	http://id.loc.gov/authorities/names/n88630687
Sherman, Robert B.	http://id.loc.gov/authorities/names/n88632862
Sherwin, Manning, 1902?-1974	http://id.loc.gov/authorities/names/no89009285
Sherwood, Ray	http://id.loc.gov/authorities/names/no2010106112
Shilkret, Nathaniel, 1889-1982	http://id.loc.gov/authorities/names/n87847833
Shirl, Jimmy	http://id.loc.gov/authorities/names/n2002066065
Shleiffarth, Clara M.	
Shriber, Don	
Shull, Chester R.	http://id.loc.gov/authorities/names/no2010191241
Shuman, Earl	http://id.loc.gov/authorities/names/n94092095
Sibelius, Jean, 1865-1957	http://id.loc.gov/authorities/names/n79068399
Sickle, Anna Marie	http://id.loc.gov/authorities/names/no2009083756
Siegmeister, Elie, 1909-1991	http://id.loc.gov/authorities/names/n79116015
Sigler, Maurice, 1901-1961	http://id.loc.gov/authorities/names/no2007112230
Sigman, Carl	http://id.loc.gov/authorities/names/n82140352
Signorelli, Frank	http://id.loc.gov/authorities/names/n79090682
Silésu, Lao	http://id.loc.gov/authorities/names/n94025813
Siloti, Alexander, 1863-1945	http://id.loc.gov/authorities/names/n85120544
Silver, Abner, 1899-1966	http://id.loc.gov/authorities/names/no00086275
Silver, Frank, 1896-1960	http://id.loc.gov/authorities/names/nr2003018724
Silver, Maxwell	http://id.loc.gov/authorities/names/no2008061643
Silverman, Jerry, 1931-	http://id.loc.gov/authorities/names/n50056203
Silvers, Louis, 1889-1954	http://id.loc.gov/authorities/names/n85248165
Silverwood, F. B.	http://id.loc.gov/authorities/names/n2015010484
Silvestri, Alfredo	http://id.loc.gov/authorities/names/no2008132478
Simeone, Harry	http://id.loc.gov/authorities/names/n86110801
Simon, Howard, 1901-1961	http://id.loc.gov/authorities/names/no98115582
Simon, Nat, 1900-1979	http://id.loc.gov/authorities/names/n2001068490
Simon, Paul, 1941-	http://id.loc.gov/authorities/names/n50023671
Simonds, Harley N.	
Simons, Moises, 1888-1945	
Simons, Seymour, 1896-1949	http://id.loc.gov/authorities/names/n98009490
Simpkins, Lewis C., 1918-1953	http://id.loc.gov/authorities/names/no2013060045
Sinatra, Frank, 1915-1998	http://id.loc.gov/authorities/names/n50026395
Sinclair, Thomas S., approximately 1805-1881	http://id.loc.gov/authorities/names/n85028374
Sinding, Christian, 1856-1941	http://id.loc.gov/authorities/names/n79068657
Singer, A.	
Singer, Guy	http://id.loc.gov/authorities/names/no2010130380
Singer, Louis C., 1912-1966	http://id.loc.gov/authorities/names/n85121454
Sirmay, Albert	http://id.loc.gov/authorities/names/n85027315
Sisk, Berry J.	http://id.loc.gov/authorities/names/n2014078867
Sitt, Hans, 1850-1922	http://id.loc.gov/authorities/names/n80057041
Skalmer, Mark	http://id.loc.gov/authorities/names/no99049456
Skelly, J. P. (Joseph P.), 1853-1895	http://id.loc.gov/authorities/names/n00114285
Skidmore, Will E.	http://id.loc.gov/authorities/names/n93013685
Skinner, Oliver R. (Oliver Ross)	http://id.loc.gov/authorities/names/no2008044164
Skylar, Sunny, 1913-2009	http://id.loc.gov/authorities/names/no2002028606
Slack, Freddie	http://id.loc.gov/authorities/names/n87865098
Sladen, Douglas Brooke Wheelton, 1856-1947	http://id.loc.gov/authorities/names/n81127104
Slater, David, 1869-1942	http://id.loc.gov/authorities/names/no2009043084
Slater, Mary White, 1870-	http://id.loc.gov/authorities/names/no2006026615
Slaughter, Walter, 1860-1908	http://id.loc.gov/authorities/names/n82201847
Slay, Frank C., Jr.	http://id.loc.gov/authorities/names/n2012028627
Sloane, A. Baldwin (Alfred Baldwin), 1872-1926	http://id.loc.gov/authorities/names/n82116291
Small, Allan, 1910-1998	http://id.loc.gov/authorities/names/no97043542
Smalle, Ed	http://id.loc.gov/authorities/names/nb2002008173
Smallwood, William	http://id.loc.gov/authorities/names/n94080258
Smart, Henry, 1778-1823	http://id.loc.gov/authorities/names/n83002528
Smeck, Roy	http://id.loc.gov/authorities/names/n85000634
Smith, Arthur, 1921-2014	http://id.loc.gov/authorities/names/n78071558
Smith, Beasley	http://id.loc.gov/authorities/names/n93083592
Smith, Chris	http://id.loc.gov/authorities/names/n91055797
Smith, Clay	http://id.loc.gov/authorities/names/n93019498
Smith, Dexter, 1842?-1909	http://id.loc.gov/authorities/names/n82229176
Smith, Earl K.	http://id.loc.gov/authorities/names/n94016998
Smith, Edmund	
Smith, Ella M.	
Smith, Ella May, 1860-1934	http://id.loc.gov/authorities/names/no96030224
Smith, H. Wakefield, 1865-1956	http://id.loc.gov/authorities/names/no2013020509
Smith, Hannah, 1849-1939	http://id.loc.gov/authorities/names/no92007569
Smith, Harry B. (Harry Bache), 1860-1936	http://id.loc.gov/authorities/names/n82051119
Smith, Howard, 1893-1968	http://id.loc.gov/authorities/names/no2006062173
Smith, Kate, 1907-1986	http://id.loc.gov/authorities/names/n84077391
Smith, Lee Orean, 1874-1942	http://id.loc.gov/authorities/names/no2008040184
Smith, Leonard B. (Leonard Bingley), 1915-2002	http://id.loc.gov/authorities/names/n81085728
Smith, Olive	
Smith, Pine Top, 1904-1929	http://id.loc.gov/authorities/names/n81139254
Smith, Reed, 1881-1943	http://id.loc.gov/authorities/names/no93034411
Smith, Rev. Edwin H.	
Smith, Richard B., 1901-1935	http://id.loc.gov/authorities/names/no2008055134
Smith, Richard, 1886-1937	http://id.loc.gov/authorities/names/n2010020165
Smith, Robert B. (Robert Bache), 1875-1951	http://id.loc.gov/authorities/names/no89000764
